Status,CreditGrade,Amount,Age,InterestRate
Default,HR,1250,7,0.2395
Late,E,1300,3,0.29
Late,HR,2000,6,0.2875
Late,D,3001,4,0.29
Current,B,3000,10,0.08
Current,E,3200,9,0.3025
Current,B,10000,9,0.175
Current,C,1000,10,0.1625
Late,E,7000,8,0.2375
Late,A,25000,8,0.15
Current,A,1000,4,0.095
Current,A,3000,6,0.15
Current,A,3500,6,0.17
Current,A,20000,10,0.1575
Current,A,10000,1,0.14
Current,A,12000,0,0.1045
Current,A,18000,2,0.2
Current,AA,10000,1,0.1242
Current,AA,10000,1,0.1
Current,B,5000,4,0.14
Current,B,16500,1,0.22
Current,C,3000,1,0.1525
Current,C,9750,2,0.1493
Current,C,6500,1,0.1575
Current,C,5000,8,0.2
Current,C,11000,2,0.2
Current,C,1500,3,0.19
Current,C,6001,4,0.174
Current,C,6001,2,0.18
Current,D,8000,3,0.1875
Current,D,3001,5,0.25
Current,D,5000,5,0.25
Current,D,5450,1,0.2
Current,D,3000,8,0.23
Current,D,2550,7,0.189
Current,D,6001,2,0.22
Current,D,1930,2,0.1695
Current,D,6500,2,0.26
Current,D,4000,5,0.147
Current,D,2000,2,0.25
Current,D,18000,1,0.17
Current,D,7000,1,0.24
Current,E,2000,1,0.23
Current,E,1500,7,0.2875
Current,E,6500,1,0.2
Current,E,2000,1,0.23
Current,E,8500,1,0.29
Current,E,9500,2,0.29
Current,E,3500,4,0.29
Current,E,1500,1,0.15
Current,E,1350,7,0.2875
Current,E,8000,3,0.27
Current,E,1000,5,0.29
Current,E,3000,5,0.24
Current,HR,2550,1,0.2675
Current,HR,1050,7,0.2075
Current,HR,3000,3,0.05
Current,HR,1000,1,0.15
Current,HR,7000,1,0.28
Late,E,19000,5,0.29
Late,HR,3500,8,0.2375
Late,C,3000,2,0.21
Late,D,3600,4,0.26
Late,D,5000,3,0.2666
Late,A,3000,10,0.09
Current,AA,3001,9,0.0975
Current,A,10000,5,0.21
Current,A,10500,5,0.12
Current,A,5000,5,0.15
Current,A,15000,3,0.1175
Current,A,5000,2,0.13
Current,AA,5000,4,0.09
Current,AA,12000,1,0.101
Current,AA,10000,6,0.0952
Current,B,4000,1,0.15
Current,B,7000,4,0.126
Current,B,15000,4,0.17
Current,B,5000,3,0.22
Current,B,5000,1,0.14
Current,B,10000,7,0.1625
Current,C,8100,1,0.28
Current,C,12500,1,0.16
Current,C,3000,1,0.18
Current,C,7500,3,0.19
Current,C,8000,4,0.1795
Current,C,10000,4,0.1988
Current,C,2500,4,0.17
Current,C,12500,3,0.1543
Current,C,2500,6,0.18
Current,C,6000,3,0.185
Current,D,4000,1,0.15
Current,D,3000,3,0.18
Current,D,3001,3,0.249
Current,D,3100,3,0.29
Current,D,1000,1,0.2099
Current,D,8500,1,0.1694
Current,E,2500,7,0.2875
Current,E,8500,2,0.24
Current,E,3000,7,0.25
Current,E,8500,2,0.2595
Current,HR,1250,1,0.21
Current,HR,2550,5,0.29
Current,HR,1000,3,0.29
Current,HR,1000,3,0.29
Current,HR,2550,2,0.22
Current,HR,1000,1,0.29
Late,HR,2000,6,0.1775
Late,E,4200,5,0.29
Late,B,3550,9,0.198
Current,A,5000,3,0.129
Current,A,20000,8,0.1825
Current,A,25000,1,0.13
Current,A,6000,5,0.1125
Current,A,6000,4,0.115
Current,AA,2500,4,0.0949
Current,B,1100,7,0.125
Current,B,9900,3,0.17
Current,B,6500,2,0.1375
Current,B,13400,1,0.1367
Current,C,5200,1,0.2
Current,C,6000,1,0.16
Current,C,5000,1,0.15
Current,C,6500,2,0.2
Current,C,10000,5,0.17
Current,C,2000,3,0.1398
Current,C,12000,2,0.185
Current,D,25000,3,0.28
Current,D,10600,8,0.21
Current,D,2500,4,0.17
Current,D,1000,3,0.2
Current,D,15000,5,0.29
Current,D,13000,5,0.239
Current,D,7300,1,0.1948
Current,D,4800,1,0.1495
Current,D,5000,5,0.2205
Current,E,3001,2,0.2373
Current,E,2000,3,0.285
Current,E,1200,5,0.228
Current,E,3000,3,0.29
Current,HR,1300,4,0.29
Current,HR,3200,3,0.19
Current,HR,2000,2,0.29
Current,HR,1000,1,0.22
Current,HR,1000,1,0.175
Late,HR,1025,5,0.23
Current,HR,1000,10,0.22
Current,B,3000,10,0.175
Current,A,3500,3,0.15
Current,A,1600,7,0.06
Current,A,5000,8,0.0982
Current,A,15000,3,0.15
Current,A,25000,2,0.14
Current,AA,11000,1,0.1025
Current,AA,2500,2,0.09
Current,AA,9000,2,0.1435
Current,AA,25000,5,0.1699
Current,B,3000,3,0.16
Current,B,5000,2,0.129
Current,B,25000,5,0.2625
Current,B,1000,7,0.125
Current,B,3000,2,0.14
Current,C,3000,1,0.17
Current,C,5000,7,0.151
Current,C,6500,2,0.24
Current,C,3300,2,0.2
Current,C,8000,1,0.18
Current,C,5000,5,0.2
Current,C,1000,4,0.15
Current,C,15100,5,0.17
Current,C,16300,1,0.19
Current,C,2550,1,0.187
Current,C,10000,5,0.1945
Current,C,25000,3,0.2
Current,C,5000,4,0.158
Current,C,10000,1,0.168
Current,D,6500,2,0.1894
Current,D,5000,4,0.23
Current,D,3000,1,0.18
Current,D,7500,3,0.24
Current,D,19900,3,0.27
Current,D,4950,1,0.1799
Current,D,2550,1,0.1889
Current,D,8000,1,0.18
Current,E,2500,1,0.29
Current,E,2550,2,0.229
Current,E,5500,1,0.235
Current,E,1250,3,0.15
Current,E,1500,2,0.29
Current,E,3000,3,0.25
Current,E,1500,8,0.2375
Current,E,4000,3,0.29
Current,E,3000,1,0.29
Current,HR,3000,3,0.29
Current,HR,1500,5,0.1995
Current,HR,1000,5,0.29
Late,HR,4000,5,0.29
Default,NC,2800,10,0.3295
Current,B,4000,8,0.15
Current,HR,1789,10,0.45
Current,A,6800,5,0.1225
Current,AA,14950,8,0.1538
Current,B,5000,8,0.22
Current,B,22000,5,0.2445
Current,B,3500,6,0.1275
Current,B,5000,5,0.1285
Current,B,25000,1,0.18
Current,B,3001,6,0.1264
Current,B,9000,9,0.1775
Current,B,20000,4,0.15
Current,C,2500,4,0.24
Current,C,5000,3,0.1624
Current,D,3000,4,0.279
Current,D,5000,3,0.29
Current,D,3000,7,0.1875
Current,D,7000,5,0.2
Current,D,7000,5,0.21
Current,D,7500,3,0.185
Current,D,4000,6,0.26
Current,D,3500,1,0.2149
Current,D,5000,1,0.22
Current,E,10000,3,0.2425
Current,E,15000,2,0.28
Current,E,15000,4,0.29
Current,E,10000,1,0.23
Current,E,2426,4,0.06
Current,E,1500,4,0.29
Current,HR,2599,1,0.29
Current,HR,3001,1,0.29
Late,C,10001,5,0.255
Current,B,4200,8,0.12
